Device,Test Name,Test Status,Message(s),Test description,Test category
SF-FD-Leaf-1A,VerifyLoggingErrors,failure,"Device has reported syslog messages with a severity of ERRORS or higher:
Dec 17 12:59:55 SF-FD-Leaf-1A ProcMgr: %PROCMGR-3-SHUTDOWNREQUESTED: ProcMgr shutdown requested via SIGQUIT or SIGTERM to worker (PID=1430) -- Master ProcMgr (PID=1430) exiting.
 
",Verifies there are no syslog messages with a severity of ERRORS or higher.,Logging
SF-FD-Leaf-1A,VerifyMlagConfigSanity,success,,Verifies there are no MLAG config-sanity inconsistencies.,MLAG
SF-FD-Leaf-1A,VerifyMlagInterfaces,success,,Verifies there are no inactive or active-partial MLAG ports.,MLAG
SF-FD-Leaf-1A,VerifyMlagStatus,success,,Verifies the health status of the MLAG configuration.,MLAG
SF-FD-Leaf-1A,VerifyRoutingProtocolModel,success,,Verifies the configured routing protocol model.,Routing
SF-FD-Leaf-1A,VerifySTPCounters,success,,Verifies there is no errors in STP BPDU packets.,STP
SF-FD-Leaf-1A,VerifyAgentLogs,success,,Verifies there are no agent crash reports.,System
SF-FD-Leaf-1A,VerifyCoredump,success,,Verifies there are no core dump files.,System
SF-FD-Leaf-1A,VerifyFileSystemUtilization,success,,Verifies that no partition is utilizing more than 75% of its disk space.,System
SF-FD-Leaf-1A,VerifyMaintenance,success,,Verifies that the device is not currently under or entering maintenance.,System
SF-FD-Leaf-1A,VerifyMemoryUtilization,success,,Verifies whether the memory utilization is below 75%.,System
SF-FD-Leaf-1A,VerifyNTP,success,,Verifies if NTP is synchronised.,System
SF-FD-Leaf-1A,VerifyReloadCause,success,,Verifies the last reload cause of the device.,System
SF-FD-Leaf-1A,VerifyVxlanConfigSanity,failure,Vxlan Category: localVtep - Config sanity check is not passing,Verifies there are no VXLAN config-sanity inconsistencies.,VXLAN
SF-FD-Leaf-1B,VerifyBGPPeerSession,success,,Verifies the session state of BGP peers.,BGP
SF-FD-Leaf-1B,VerifyRunningConfigDiffs,success,,Verifies there is no difference between the running-config and the startup-config.,Configuration
SF-FD-Leaf-1B,VerifyZeroTouch,success,,Verifies ZeroTouch is disabled.,Configuration
SF-FD-Leaf-1B,VerifyLLDPNeighbors,success,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
SF-FD-Leaf-1B,VerifyReachability,success,,Verifies point-to-point reachability between Ethernet interfaces.,Connectivity
SF-FD-Leaf-1B,VerifyEnvironmentCooling,skipped,VerifyEnvironmentCooling test is not supported on vEOS-lab,Verifies the status of power supply fans and all fan trays.,Hardware
SF-FD-Leaf-1B,VerifyEnvironmentPower,skipped,VerifyEnvironmentPower test is not supported on vEOS-lab,Verifies the power supplies state and input voltage.,Hardware
SF-FD-Leaf-1B,VerifyEnvironmentSystemCooling,skipped,VerifyEnvironmentSystemCooling test is not supported on vEOS-lab,Verifies the device's system cooling status.,Hardware
SF-FD-Leaf-1B,VerifyTemperature,skipped,VerifyTemperature test is not supported on vEOS-lab,Verifies if the device temperature is within acceptable limits.,Hardware
SF-FD-Leaf-1B,VerifyTransceiversTemperature,skipped,VerifyTransceiversTemperature test is not supported on vEOS-lab,Verifies if all the transceivers are operating at an acceptable temperature.,Hardware
SF-FD-Leaf-1B,VerifyIllegalLACP,success,,Verifies there are no illegal LACP packets in port channels.,Interfaces
SF-FD-Leaf-1B,VerifyInterfaceDiscards,success,,Verifies that the interfaces packet discard counters are equal to zero.,Interfaces
SF-FD-Leaf-1B,VerifyInterfaceErrDisabled,success,,Verifies there are no interfaces in the errdisabled state.,Interfaces
SF-FD-Leaf-1B,VerifyInterfaceErrors,success,,Verifies that the interfaces error counters are equal to zero.,Interfaces
SF-FD-Leaf-1B,VerifyInterfaceUtilization,success,,Verifies that the utilization of interfaces is below a certain threshold.,Interfaces
SF-FD-Leaf-1B,VerifyInterfacesStatus,success,,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interfaces
SF-FD-Leaf-1B,VerifyPortChannels,success,,Verifies there are no inactive ports in port channels.,Interfaces
SF-FD-Leaf-1B,VerifyStormControlDrops,skipped,VerifyStormControlDrops test is not supported on vEOS-lab,Verifies there are no interface storm-control drop counters.,Interfaces
SF-FD-Leaf-1B,VerifyLoggingErrors,failure,"Device has reported syslog messages with a severity of ERRORS or higher:
Dec 17 12:59:55 SF-FD-Leaf-1B ProcMgr: %PROCMGR-3-SHUTDOWNREQUESTED: ProcMgr shutdown requested via SIGQUIT or SIGTERM to worker (PID=1426) -- Master ProcMgr (PID=1426) exiting.
 Dec 17 12:59:55 SF-FD-Leaf-1B Stp: %FWK-3-SOCKET_CLOSE_REMOTE: Connection to StpTxRx (pid:1853) at tbl://stpTxRxListen/+n closed by peer (EOF)
 Dec 17 12:59:55 SF-FD-Leaf-1B Stp: %FWK-3-MOUNT_PEER_CLOSED: Peer closed socket connection. (tbl://stpTxRxListen/+n-in)(StpTxRx (pid:1853))
 
",Verifies there are no syslog messages with a severity of ERRORS or higher.,Logging
SF-FD-Leaf-1B,VerifyMlagConfigSanity,success,,Verifies there are no MLAG config-sanity inconsistencies.,MLAG
SF-FD-Leaf-1B,VerifyMlagInterfaces,success,,Verifies there are no inactive or active-partial MLAG ports.,MLAG
SF-FD-Leaf-1B,VerifyMlagStatus,success,,Verifies the health status of the MLAG configuration.,MLAG
SF-FD-Leaf-1B,VerifyRoutingProtocolModel,success,,Verifies the configured routing protocol model.,Routing
SF-FD-Leaf-1B,VerifySTPCounters,success,,Verifies there is no errors in STP BPDU packets.,STP
SF-FD-Leaf-1B,VerifyAgentLogs,success,,Verifies there are no agent crash reports.,System
SF-FD-Leaf-1B,VerifyCoredump,success,,Verifies there are no core dump files.,System
SF-FD-Leaf-1B,VerifyFileSystemUtilization,success,,Verifies that no partition is utilizing more than 75% of its disk space.,System
SF-FD-Leaf-1B,VerifyMaintenance,success,,Verifies that the device is not currently under or entering maintenance.,System
SF-FD-Leaf-1B,VerifyMemoryUtilization,success,,Verifies whether the memory utilization is below 75%.,System
SF-FD-Leaf-1B,VerifyNTP,success,,Verifies if NTP is synchronised.,System
SF-FD-Leaf-1B,VerifyReloadCause,success,,Verifies the last reload cause of the device.,System
SF-FD-Leaf-1B,VerifyVxlanConfigSanity,failure,Vxlan Category: localVtep - Config sanity check is not passing,Verifies there are no VXLAN config-sanity inconsistencies.,VXLAN
SF-FD-Leaf-2A,VerifyBGPPeerSession,success,,Verifies the session state of BGP peers.,BGP
SF-FD-Leaf-2A,VerifyRunningConfigDiffs,success,,Verifies there is no difference between the running-config and the startup-config.,Configuration
SF-FD-Leaf-2A,VerifyZeroTouch,success,,Verifies ZeroTouch is disabled.,Configuration
SF-FD-Leaf-2A,VerifyLLDPNeighbors,success,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
SF-FD-Leaf-2A,VerifyReachability,success,,Verifies point-to-point reachability between Ethernet interfaces.,Connectivity
SF-FD-Leaf-2A,VerifyEnvironmentCooling,skipped,VerifyEnvironmentCooling test is not supported on vEOS-lab,Verifies the status of power supply fans and all fan trays.,Hardware
SF-FD-Leaf-2A,VerifyEnvironmentPower,skipped,VerifyEnvironmentPower test is not supported on vEOS-lab,Verifies the power supplies state and input voltage.,Hardware
SF-FD-Leaf-2A,VerifyEnvironmentSystemCooling,skipped,VerifyEnvironmentSystemCooling test is not supported on vEOS-lab,Verifies the device's system cooling status.,Hardware
SF-FD-Leaf-2A,VerifyTemperature,skipped,VerifyTemperature test is not supported on vEOS-lab,Verifies if the device temperature is within acceptable limits.,Hardware
SF-FD-Leaf-2A,VerifyTransceiversTemperature,skipped,VerifyTransceiversTemperature test is not supported on vEOS-lab,Verifies if all the transceivers are operating at an acceptable temperature.,Hardware
SF-FD-Leaf-2A,VerifyInterfaceDiscards,failure,Interface: Management1 - Non-zero discard counter(s): inDiscards: 2,Verifies that the interfaces packet discard counters are equal to zero.,Interfaces
SF-FD-Leaf-2A,VerifyInterfaceErrDisabled,success,,Verifies there are no interfaces in the errdisabled state.,Interfaces
SF-FD-Leaf-2A,VerifyInterfaceErrors,success,,Verifies that the interfaces error counters are equal to zero.,Interfaces
SF-FD-Leaf-2A,VerifyInterfaceUtilization,success,,Verifies that the utilization of interfaces is below a certain threshold.,Interfaces
SF-FD-Leaf-2A,VerifyInterfacesStatus,success,,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interfaces
SF-FD-Leaf-2A,VerifyStormControlDrops,skipped,VerifyStormControlDrops test is not supported on vEOS-lab,Verifies there are no interface storm-control drop counters.,Interfaces
SF-FD-Leaf-2A,VerifyLoggingErrors,failure,"Device has reported syslog messages with a severity of ERRORS or higher:
Dec 17 12:59:42 SF-FD-Leaf-2A ProcMgr: %PROCMGR-3-SHUTDOWNREQUESTED: ProcMgr shutdown requested via SIGQUIT or SIGTERM to worker (PID=1482) -- Master ProcMgr (PID=1482) exiting.
 Dec 17 12:59:42 SF-FD-Leaf-2A Stp: %FWK-3-SOCKET_CLOSE_REMOTE: Connection to StpTxRx (pid:1894) at tbl://stpTxRxListen/+n closed by peer (EOF)
 Dec 17 12:59:42 SF-FD-Leaf-2A Stp: %FWK-3-MOUNT_PEER_CLOSED: Peer closed socket connection. (tbl://stpTxRxListen/+n-in)(StpTxRx (pid:1894))
 Dec 17 13:00:52 SF-FD-Leaf-2A Bgp: %BGP-3-NOTIFICATION: received from neighbor 10.250.15.8 (VRF default AS 65350) 6/5 (Cease/connection rejected) 0 bytes
 
",Verifies there are no syslog messages with a severity of ERRORS or higher.,Logging
SF-FD-Leaf-2A,VerifyRoutingProtocolModel,success,,Verifies the configured routing protocol model.,Routing
SF-FD-Leaf-2A,VerifySTPCounters,success,,Verifies there is no errors in STP BPDU packets.,STP
SF-FD-Leaf-2A,VerifyAgentLogs,success,,Verifies there are no agent crash reports.,System
SF-FD-Leaf-2A,VerifyCoredump,success,,Verifies there are no core dump files.,System
SF-FD-Leaf-2A,VerifyFileSystemUtilization,success,,Verifies that no partition is utilizing more than 75% of its disk space.,System
SF-FD-Leaf-2A,VerifyMaintenance,success,,Verifies that the device is not currently under or entering maintenance.,System
SF-FD-Leaf-2A,VerifyMemoryUtilization,success,,Verifies whether the memory utilization is below 75%.,System
SF-FD-Leaf-2A,VerifyNTP,success,,Verifies if NTP is synchronised.,System
SF-FD-Leaf-2A,VerifyReloadCause,success,,Verifies the last reload cause of the device.,System
SF-FD-Leaf-2A,VerifyVxlanConfigSanity,failure,Vxlan Category: localVtep - Config sanity check is not passing,Verifies there are no VXLAN config-sanity inconsistencies.,VXLAN
SF-FD-Leaf-3A,VerifyBGPPeerSession,success,,Verifies the session state of BGP peers.,BGP
SF-FD-Leaf-3A,VerifyRunningConfigDiffs,success,,Verifies there is no difference between the running-config and the startup-config.,Configuration
SF-FD-Leaf-3A,VerifyZeroTouch,success,,Verifies ZeroTouch is disabled.,Configuration
SF-FD-Leaf-3A,VerifyLLDPNeighbors,success,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
SF-FD-Leaf-3A,VerifyReachability,success,,Verifies point-to-point reachability between Ethernet interfaces.,Connectivity
SF-FD-Leaf-3A,VerifyEnvironmentCooling,skipped,VerifyEnvironmentCooling test is not supported on vEOS-lab,Verifies the status of power supply fans and all fan trays.,Hardware
SF-FD-Leaf-3A,VerifyEnvironmentPower,skipped,VerifyEnvironmentPower test is not supported on vEOS-lab,Verifies the power supplies state and input voltage.,Hardware
SF-FD-Leaf-3A,VerifyEnvironmentSystemCooling,skipped,VerifyEnvironmentSystemCooling test is not supported on vEOS-lab,Verifies the device's system cooling status.,Hardware
SF-FD-Leaf-3A,VerifyTemperature,skipped,VerifyTemperature test is not supported on vEOS-lab,Verifies if the device temperature is within acceptable limits.,Hardware
SF-FD-Leaf-3A,VerifyTransceiversTemperature,skipped,VerifyTransceiversTemperature test is not supported on vEOS-lab,Verifies if all the transceivers are operating at an acceptable temperature.,Hardware
SF-FD-Leaf-3A,VerifyIllegalLACP,success,,Verifies there are no illegal LACP packets in port channels.,Interfaces
SF-FD-Leaf-3A,VerifyInterfaceDiscards,success,,Verifies that the interfaces packet discard counters are equal to zero.,Interfaces
SF-FD-Leaf-3A,VerifyInterfaceErrDisabled,success,,Verifies there are no interfaces in the errdisabled state.,Interfaces
SF-FD-Leaf-3A,VerifyInterfaceErrors,success,,Verifies that the interfaces error counters are equal to zero.,Interfaces
SF-FD-Leaf-3A,VerifyInterfaceUtilization,success,,Verifies that the utilization of interfaces is below a certain threshold.,Interfaces
SF-FD-Leaf-3A,VerifyInterfacesStatus,success,,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interfaces
SF-FD-Leaf-3A,VerifyPortChannels,success,,Verifies there are no inactive ports in port channels.,Interfaces
SF-FD-Leaf-3A,VerifyStormControlDrops,skipped,VerifyStormControlDrops test is not supported on vEOS-lab,Verifies there are no interface storm-control drop counters.,Interfaces
SF-FD-Leaf-3A,VerifyLoggingErrors,failure,"Device has reported syslog messages with a severity of ERRORS or higher:
Dec 17 12:59:51 SF-FD-Leaf-3A ProcMgr: %PROCMGR-3-SHUTDOWNREQUESTED: ProcMgr shutdown requested via SIGQUIT or SIGTERM to worker (PID=1431) -- Master ProcMgr (PID=1431) exiting.
 Dec 17 12:59:51 SF-FD-Leaf-3A Stp: %FWK-3-SOCKET_CLOSE_REMOTE: Connection to StpTxRx (pid:1847) at tbl://stpTxRxListen/+n closed by peer (EOF)
 Dec 17 12:59:51 SF-FD-Leaf-3A Stp: %FWK-3-MOUNT_PEER_CLOSED: Peer closed socket connection. (tbl://stpTxRxListen/+n-in)(StpTxRx (pid:1847))
 
",Verifies there are no syslog messages with a severity of ERRORS or higher.,Logging
SF-FD-Leaf-3A,VerifyMlagConfigSanity,success,,Verifies there are no MLAG config-sanity inconsistencies.,MLAG
SF-FD-Leaf-3A,VerifyMlagInterfaces,success,,Verifies there are no inactive or active-partial MLAG ports.,MLAG
SF-FD-Leaf-3A,VerifyMlagStatus,success,,Verifies the health status of the MLAG configuration.,MLAG
SF-FD-Leaf-3A,VerifyRoutingProtocolModel,success,,Verifies the configured routing protocol model.,Routing
SF-FD-Leaf-3A,VerifySTPCounters,success,,Verifies there is no errors in STP BPDU packets.,STP
SF-FD-Leaf-3A,VerifyAgentLogs,success,,Verifies there are no agent crash reports.,System
SF-FD-Leaf-3A,VerifyCoredump,success,,Verifies there are no core dump files.,System
SF-FD-Leaf-3A,VerifyFileSystemUtilization,success,,Verifies that no partition is utilizing more than 75% of its disk space.,System
SF-FD-Leaf-3A,VerifyMaintenance,success,,Verifies that the device is not currently under or entering maintenance.,System
SF-FD-Leaf-3A,VerifyMemoryUtilization,success,,Verifies whether the memory utilization is below 75%.,System
SF-FD-Leaf-3A,VerifyNTP,success,,Verifies if NTP is synchronised.,System
SF-FD-Leaf-3A,VerifyReloadCause,success,,Verifies the last reload cause of the device.,System
SF-FD-Leaf-3A,VerifyVxlanConfigSanity,failure,Vxlan Category: localVtep - Config sanity check is not passing,Verifies there are no VXLAN config-sanity inconsistencies.,VXLAN
SF-FD-Leaf-3B,VerifyBGPPeerSession,success,,Verifies the session state of BGP peers.,BGP
SF-FD-Leaf-3B,VerifyRunningConfigDiffs,success,,Verifies there is no difference between the running-config and the startup-config.,Configuration
SF-FD-Leaf-3B,VerifyZeroTouch,success,,Verifies ZeroTouch is disabled.,Configuration
SF-FD-Leaf-3B,VerifyLLDPNeighbors,success,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
SF-FD-Leaf-3B,VerifyReachability,success,,Verifies point-to-point reachability between Ethernet interfaces.,Connectivity
SF-FD-Leaf-3B,VerifyEnvironmentCooling,skipped,VerifyEnvironmentCooling test is not supported on vEOS-lab,Verifies the status of power supply fans and all fan trays.,Hardware
SF-FD-Leaf-3B,VerifyEnvironmentPower,skipped,VerifyEnvironmentPower test is not supported on vEOS-lab,Verifies the power supplies state and input voltage.,Hardware
SF-FD-Leaf-3B,VerifyEnvironmentSystemCooling,skipped,VerifyEnvironmentSystemCooling test is not supported on vEOS-lab,Verifies the device's system cooling status.,Hardware
SF-FD-Leaf-3B,VerifyTemperature,skipped,VerifyTemperature test is not supported on vEOS-lab,Verifies if the device temperature is within acceptable limits.,Hardware
SF-FD-Leaf-3B,VerifyTransceiversTemperature,skipped,VerifyTransceiversTemperature test is not supported on vEOS-lab,Verifies if all the transceivers are operating at an acceptable temperature.,Hardware
SF-FD-Leaf-3B,VerifyIllegalLACP,success,,Verifies there are no illegal LACP packets in port channels.,Interfaces
SF-FD-Leaf-3B,VerifyInterfaceDiscards,failure,Interface: Management1 - Non-zero discard counter(s): inDiscards: 2,Verifies that the interfaces packet discard counters are equal to zero.,Interfaces
SF-FD-Leaf-3B,VerifyInterfaceErrDisabled,success,,Verifies there are no interfaces in the errdisabled state.,Interfaces
SF-FD-Leaf-3B,VerifyInterfaceErrors,success,,Verifies that the interfaces error counters are equal to zero.,Interfaces
SF-FD-Leaf-3B,VerifyInterfaceUtilization,success,,Verifies that the utilization of interfaces is below a certain threshold.,Interfaces
SF-FD-Leaf-3B,VerifyInterfacesStatus,success,,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interfaces
SF-FD-Leaf-3B,VerifyPortChannels,success,,Verifies there are no inactive ports in port channels.,Interfaces
SF-FD-Leaf-3B,VerifyStormControlDrops,skipped,VerifyStormControlDrops test is not supported on vEOS-lab,Verifies there are no interface storm-control drop counters.,Interfaces
SF-FD-Leaf-3B,VerifyLoggingErrors,failure,"Device has reported syslog messages with a severity of ERRORS or higher:
Dec 17 12:59:44 SF-FD-Leaf-3B ProcMgr: %PROCMGR-3-SHUTDOWNREQUESTED: ProcMgr shutdown requested via SIGQUIT or SIGTERM to worker (PID=1432) -- Master ProcMgr (PID=1432) exiting.
 Dec 17 12:59:44 SF-FD-Leaf-3B Stp: %FWK-3-SOCKET_CLOSE_REMOTE: Connection to StpTxRx (pid:1849) at tbl://stpTxRxListen/+n closed by peer (EOF)
 Dec 17 12:59:44 SF-FD-Leaf-3B Stp: %FWK-3-MOUNT_PEER_CLOSED: Peer closed socket connection. (tbl://stpTxRxListen/+n-in)(StpTxRx (pid:1849))
 
",Verifies there are no syslog messages with a severity of ERRORS or higher.,Logging
SF-FD-Leaf-3B,VerifyMlagConfigSanity,success,,Verifies there are no MLAG config-sanity inconsistencies.,MLAG
SF-FD-Leaf-3B,VerifyMlagInterfaces,success,,Verifies there are no inactive or active-partial MLAG ports.,MLAG
SF-FD-Leaf-3B,VerifyMlagStatus,success,,Verifies the health status of the MLAG configuration.,MLAG
SF-FD-Leaf-3B,VerifyRoutingProtocolModel,success,,Verifies the configured routing protocol model.,Routing
SF-FD-Leaf-3B,VerifySTPCounters,success,,Verifies there is no errors in STP BPDU packets.,STP
SF-FD-Leaf-3B,VerifyAgentLogs,success,,Verifies there are no agent crash reports.,System
SF-FD-Leaf-3B,VerifyCoredump,success,,Verifies there are no core dump files.,System
SF-FD-Leaf-3B,VerifyFileSystemUtilization,success,,Verifies that no partition is utilizing more than 75% of its disk space.,System
SF-FD-Leaf-3B,VerifyMaintenance,success,,Verifies that the device is not currently under or entering maintenance.,System
SF-FD-Leaf-3B,VerifyMemoryUtilization,success,,Verifies whether the memory utilization is below 75%.,System
SF-FD-Leaf-3B,VerifyNTP,success,,Verifies if NTP is synchronised.,System
SF-FD-Leaf-3B,VerifyReloadCause,success,,Verifies the last reload cause of the device.,System
SF-FD-Leaf-3B,VerifyVxlanConfigSanity,failure,Vxlan Category: localVtep - Config sanity check is not passing,Verifies there are no VXLAN config-sanity inconsistencies.,VXLAN
SF-FD-Leaf-3C,VerifyRunningConfigDiffs,success,,Verifies there is no difference between the running-config and the startup-config.,Configuration
SF-FD-Leaf-3C,VerifyZeroTouch,success,,Verifies ZeroTouch is disabled.,Configuration
SF-FD-Leaf-3C,VerifyLLDPNeighbors,success,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
SF-FD-Leaf-3C,VerifyEnvironmentCooling,skipped,VerifyEnvironmentCooling test is not supported on vEOS-lab,Verifies the status of power supply fans and all fan trays.,Hardware
SF-FD-Leaf-3C,VerifyEnvironmentPower,skipped,VerifyEnvironmentPower test is not supported on vEOS-lab,Verifies the power supplies state and input voltage.,Hardware
SF-FD-Leaf-3C,VerifyEnvironmentSystemCooling,skipped,VerifyEnvironmentSystemCooling test is not supported on vEOS-lab,Verifies the device's system cooling status.,Hardware
SF-FD-Leaf-3C,VerifyTemperature,skipped,VerifyTemperature test is not supported on vEOS-lab,Verifies if the device temperature is within acceptable limits.,Hardware
SF-FD-Leaf-3C,VerifyTransceiversTemperature,skipped,VerifyTransceiversTemperature test is not supported on vEOS-lab,Verifies if all the transceivers are operating at an acceptable temperature.,Hardware
SF-FD-Leaf-3C,VerifyIllegalLACP,success,,Verifies there are no illegal LACP packets in port channels.,Interfaces
SF-FD-Leaf-3C,VerifyInterfaceDiscards,success,,Verifies that the interfaces packet discard counters are equal to zero.,Interfaces
SF-FD-Leaf-3C,VerifyInterfaceErrDisabled,success,,Verifies there are no interfaces in the errdisabled state.,Interfaces
SF-FD-Leaf-3C,VerifyInterfaceErrors,success,,Verifies that the interfaces error counters are equal to zero.,Interfaces
SF-FD-Leaf-3C,VerifyInterfaceUtilization,success,,Verifies that the utilization of interfaces is below a certain threshold.,Interfaces
SF-FD-Leaf-3C,VerifyInterfacesStatus,success,,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interfaces
SF-FD-Leaf-3C,VerifyPortChannels,success,,Verifies there are no inactive ports in port channels.,Interfaces
SF-FD-Leaf-3C,VerifyStormControlDrops,skipped,VerifyStormControlDrops test is not supported on vEOS-lab,Verifies there are no interface storm-control drop counters.,Interfaces
SF-FD-Leaf-3C,VerifyLoggingErrors,failure,"Device has reported syslog messages with a severity of ERRORS or higher:
Dec 17 12:59:38 SF-FD-Leaf-3C ProcMgr: %PROCMGR-3-SHUTDOWNREQUESTED: ProcMgr shutdown requested via SIGQUIT or SIGTERM to worker (PID=1402) -- Master ProcMgr (PID=1402) exiting.
 Dec 17 12:59:38 SF-FD-Leaf-3C Stp: %FWK-3-SOCKET_CLOSE_REMOTE: Connection to StpTxRx (pid:1823) at tbl://stpTxRxListen/+n closed by peer (EOF)
 Dec 17 12:59:38 SF-FD-Leaf-3C Stp: %FWK-3-MOUNT_PEER_CLOSED: Peer closed socket connection. (tbl://stpTxRxListen/+n-in)(StpTxRx (pid:1823))
 
",Verifies there are no syslog messages with a severity of ERRORS or higher.,Logging
SF-FD-Leaf-3C,VerifyMlagConfigSanity,success,,Verifies there are no MLAG config-sanity inconsistencies.,MLAG
SF-FD-Leaf-3C,VerifyMlagInterfaces,success,,Verifies there are no inactive or active-partial MLAG ports.,MLAG
SF-FD-Leaf-3C,VerifyMlagStatus,success,,Verifies the health status of the MLAG configuration.,MLAG
SF-FD-Leaf-3C,VerifyRoutingProtocolModel,success,,Verifies the configured routing protocol model.,Routing
SF-FD-Leaf-3C,VerifySTPCounters,success,,Verifies there is no errors in STP BPDU packets.,STP
SF-FD-Leaf-3C,VerifyAgentLogs,success,,Verifies there are no agent crash reports.,System
SF-FD-Leaf-3C,VerifyCoredump,success,,Verifies there are no core dump files.,System
SF-FD-Leaf-3C,VerifyFileSystemUtilization,success,,Verifies that no partition is utilizing more than 75% of its disk space.,System
SF-FD-Leaf-3C,VerifyMaintenance,success,,Verifies that the device is not currently under or entering maintenance.,System
SF-FD-Leaf-3C,VerifyMemoryUtilization,success,,Verifies whether the memory utilization is below 75%.,System
SF-FD-Leaf-3C,VerifyNTP,success,,Verifies if NTP is synchronised.,System
SF-FD-Leaf-3C,VerifyReloadCause,success,,Verifies the last reload cause of the device.,System
SF-FD-Leaf-3D,VerifyRunningConfigDiffs,success,,Verifies there is no difference between the running-config and the startup-config.,Configuration
SF-FD-Leaf-3D,VerifyZeroTouch,success,,Verifies ZeroTouch is disabled.,Configuration
SF-FD-Leaf-3D,VerifyLLDPNeighbors,success,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
SF-FD-Leaf-3D,VerifyEnvironmentCooling,skipped,VerifyEnvironmentCooling test is not supported on vEOS-lab,Verifies the status of power supply fans and all fan trays.,Hardware
SF-FD-Leaf-3D,VerifyEnvironmentPower,skipped,VerifyEnvironmentPower test is not supported on vEOS-lab,Verifies the power supplies state and input voltage.,Hardware
SF-FD-Leaf-3D,VerifyEnvironmentSystemCooling,skipped,VerifyEnvironmentSystemCooling test is not supported on vEOS-lab,Verifies the device's system cooling status.,Hardware
SF-FD-Leaf-3D,VerifyTemperature,skipped,VerifyTemperature test is not supported on vEOS-lab,Verifies if the device temperature is within acceptable limits.,Hardware
SF-FD-Leaf-3D,VerifyTransceiversTemperature,skipped,VerifyTransceiversTemperature test is not supported on vEOS-lab,Verifies if all the transceivers are operating at an acceptable temperature.,Hardware
SF-FD-Leaf-3D,VerifyIllegalLACP,success,,Verifies there are no illegal LACP packets in port channels.,Interfaces
SF-FD-Leaf-3D,VerifyInterfaceDiscards,success,,Verifies that the interfaces packet discard counters are equal to zero.,Interfaces
SF-FD-Leaf-3D,VerifyInterfaceErrDisabled,success,,Verifies there are no interfaces in the errdisabled state.,Interfaces
